C_0,16.351597831287375
Db_0,17.323914436054462
D_0,18.35404799483793
Eb_0,19.44543648263001
E_0,20.601722307054324
F_0,21.826764464562697
Gb_0,23.1246514194771
G_0,24.49971474885928
Ab_0,25.956543598746517
A_0,27.499999999999947
Bb_0,29.13523509488056
B_0,30.867706328507698
C_1,32.703195662574764
Db_1,34.647828872108946
D_1,36.708095989675876
Eb_1,38.890872965260044
E_1,41.20344461410867
F_1,43.65352892912541
Gb_1,46.24930283895422
G_1,48.99942949771858
Ab_1,51.913087197493056
A_1,54.999999999999915
Bb_1,58.270470189761156
B_1,61.73541265701542
C_2,65.40639132514957
Db_2,69.29565774421793
D_2,73.4161919793518
Eb_2,77.78174593052012
E_2,82.40688922821738
F_2,87.30705785825087
Gb_2,92.4986056779085
G_2,97.99885899543722
Ab_2,103.82617439498618
A_2,109.99999999999989
Bb_2,116.54094037952237
B_2,123.4708253140309
C_3,130.8127826502992
Db_3,138.59131548843592
D_3,146.83238395870364
Eb_3,155.56349186104035
E_3,164.81377845643485
F_3,174.61411571650183
Gb_3,184.9972113558171
G_3,195.99771799087452
Ab_3,207.65234878997245
A_3,219.9999999999999
Bb_3,233.08188075904488
B_3,246.94165062806198
C_4,261.6255653005985
Db_4,277.182630976872
D_4,293.66476791740746
Eb_4,311.1269837220808
E_4,329.62755691286986
F_4,349.2282314330038
Gb_4,369.99442271163434
G_4,391.99543598174927
Ab_4,415.3046975799451
A_4,440.0
Bb_4,466.1637615180899
B_4,493.8833012561241
C_5,523.2511306011974
Db_5,554.3652619537443
D_5,587.3295358348153
Eb_5,622.253967444162
E_5,659.2551138257401
F_5,698.456462866008
Gb_5,739.988845423269
G_5,783.990871963499
Ab_5,830.6093951598907
A_5,880.0000000000003
Bb_5,932.3275230361803
B_5,987.7666025122488
C_6,1046.5022612023952
Db_6,1108.7305239074892
D_6,1174.659071669631
Eb_6,1244.5079348883246
E_6,1318.5102276514808
F_6,1396.912925732017
Gb_6,1479.977690846539
G_6,1567.9817439269987
Ab_6,1661.218790319782
A_6,1760.000000000002
Bb_6,1864.6550460723618
B_6,1975.5332050244986
C_7,2093.0045224047913
Db_7,2217.4610478149793
D_7,2349.3181433392633
Eb_7,2489.0158697766506
E_7,2637.020455302963
F_7,2793.8258514640347
Gb_7,2959.9553816930793
G_7,3135.963487853999
Ab_7,3322.437580639566
A_7,3520.0000000000055
Bb_7,3729.310092144725
B_7,3951.0664100489994
C_8,4186.009044809585
Db_8,4434.922095629961
D_8,4698.636286678529
Eb_8,4978.031739553304
E_8,5274.040910605929
F_8,5587.651702928073
Gb_8,5919.910763386162
G_8,6271.926975708001
Ab_8,6644.875161279136
A_8,7040.000000000014
Bb_8,7458.620184289454
B_8,7902.132820098003
